account_id,account_name,global_region,industry_vertical,contract_tier,annual_contract_value,continued_decline_probability,priority_tier,on_churn_radar_aug,flag_reason,suggested_action,triage_note
ACC_0054,BizCorp_0054,AMER,Retail,Standard,11520,0.2607,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0467,BizCorp_0467,APAC,Healthcare,Standard,7680,0.26,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0356,BizCorp_0356,APAC,Manufacturing,Premium,61200,0.2599,Low,No,API usage fell -6% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0465,BizCorp_0465,AMER,Retail,Premium,124560,0.2574,Low,No,API usage fell -11% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0186,BizCorp_0186,APAC,Technology,Premium,45360,0.2567,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0959,BizCorp_0959,AMER,Healthcare,Standard,4800,0.2567,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0352,BizCorp_0352,APAC,Logistics,Premium,35280,0.2541,Low,No,API usage fell -3% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Lower priority within the at-risk pool
ACC_0989,BizCorp_0989,AMER,Retail,Standard,9600,0.2532,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0574,BizCorp_0574,APAC,Healthcare,Standard,14400,0.2522,Low,No,API usage fell -10% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0639,BizCorp_0639,AMER,Logistics,Standard,4800,0.252,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0982,BizCorp_0982,APAC,Technology,Enterprise,115560,0.2518,Low,No,API usage fell -13% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0013,BizCorp_0013,APAC,Technology,Enterprise,73440,0.2499,Low,No,API usage fell -12% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0677,BizCorp_0677,APAC,Financial Services,Premium,25200,0.2483,Low,No,Active seats fell -5% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0711,BizCorp_0711,AMER,Retail,Enterprise,150120,0.2477,Low,No,Active seats fell -4% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0831,BizCorp_0831,EMEA,Technology,Premium,36720,0.2468,Low,No,API usage fell -5% and active seats fell +3% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Lower priority within the at-risk pool
ACC_0081,BizCorp_0081,EMEA,Financial Services,Premium,61200,0.2466,Low,No,Active seats fell -6% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0581,BizCorp_0581,EMEA,Manufacturing,Standard,27840,0.2452,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0305,BizCorp_0305,APAC,Technology,Enterprise,251100,0.245,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0763,BizCorp_0763,APAC,Healthcare,Standard,4800,0.2447,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0652,BizCorp_0652,APAC,Healthcare,Premium,40320,0.2443,Low,No,API usage fell -5% and active seats fell -6% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Lower priority within the at-risk pool
ACC_0830,BizCorp_0830,AMER,Healthcare,Premium,87840,0.2428,Low,No,API usage fell -11% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0017,BizCorp_0017,AMER,Retail,Enterprise,243000,0.2422,Low,No,API usage fell -14% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0812,BizCorp_0812,APAC,Healthcare,Standard,6720,0.2417,Low,No,API usage fell -25% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0686,BizCorp_0686,EMEA,Financial Services,Premium,54720,0.2407,Low,No,API usage fell -12% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0250,BizCorp_0250,APAC,Technology,Standard,11520,0.24,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0802,BizCorp_0802,AMER,Healthcare,Standard,10560,0.2389,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0176,BizCorp_0176,APAC,Logistics,Premium,64800,0.2386,Low,No,API usage fell -13% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0517,BizCorp_0517,EMEA,Manufacturing,Standard,9600,0.2384,Low,No,API usage fell -13% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0983,BizCorp_0983,EMEA,Technology,Enterprise,119340,0.2381,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0572,BizCorp_0572,AMER,Financial Services,Premium,71280,0.2381,Low,No,API usage fell -11% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0290,BizCorp_0290,AMER,Technology,Premium,57600,0.238,Low,No,API usage fell -3% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0665,BizCorp_0665,EMEA,Healthcare,Enterprise,304560,0.2376,Low,No,Active seats fell -11% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0821,BizCorp_0821,AMER,Technology,Premium,54720,0.2374,Low,No,API usage fell -4% and active seats fell +4% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Lower priority within the at-risk pool
ACC_0550,BizCorp_0550,AMER,Logistics,Enterprise,96120,0.2374,Low,No,API usage fell -13% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0605,BizCorp_0605,APAC,Financial Services,Standard,17280,0.2364,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0007,BizCorp_0007,AMER,Technology,Premium,69120,0.2362,Low,No,API usage fell -7% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0222,BizCorp_0222,APAC,Retail,Premium,31680,0.2354,Low,No,API usage fell -6% and active seats fell +9% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Lower priority within the at-risk pool
ACC_0492,BizCorp_0492,AMER,Technology,Enterprise,61560,0.234,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0237,BizCorp_0237,AMER,Logistics,Enterprise,201420,0.2335,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0653,BizCorp_0653,APAC,Healthcare,Enterprise,131220,0.2329,Low,No,API usage fell -9% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0450,BizCorp_0450,AMER,Technology,Enterprise,105840,0.2323,Low,No,API usage fell -7% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0943,BizCorp_0943,APAC,Technology,Standard,16320,0.2318,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0743,BizCorp_0743,EMEA,Technology,Premium,97200,0.2316,Low,No,API usage fell -10% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0040,BizCorp_0040,APAC,Retail,Enterprise,99900,0.2303,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0879,BizCorp_0879,APAC,Technology,Enterprise,252180,0.2302,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0974,BizCorp_0974,APAC,Financial Services,Premium,36720,0.2301,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0421,BizCorp_0421,APAC,Logistics,Premium,46800,0.23,Low,No,API usage fell -18% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0764,BizCorp_0764,APAC,Logistics,Premium,43200,0.2288,Low,No,API usage fell -4% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0143,BizCorp_0143,AMER,Technology,Premium,54000,0.2283,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0765,BizCorp_0765,AMER,Technology,Premium,97920,0.2279,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0836,BizCorp_0836,AMER,Logistics,Standard,8640,0.2277,Low,No,Active seats fell -17% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0014,BizCorp_0014,AMER,Healthcare,Premium,22320,0.2276,Low,No,API usage fell -17% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0806,BizCorp_0806,AMER,Financial Services,Premium,75600,0.227,Low,No,API usage fell -14% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0396,BizCorp_0396,APAC,Logistics,Premium,23760,0.2263,Low,No,Active seats fell -14% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0324,BizCorp_0324,APAC,Retail,Enterprise,120420,0.2257,Low,No,Active seats fell -3% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0840,BizCorp_0840,AMER,Financial Services,Standard,10560,0.2253,Low,No,API usage fell -2% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0613,BizCorp_0613,AMER,Logistics,Premium,95040,0.225,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0418,BizCorp_0418,AMER,Technology,Premium,25920,0.2245,Low,No,API usage fell -5% and active seats fell +7% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Lower priority within the at-risk pool
ACC_0530,BizCorp_0530,AMER,Healthcare,Standard,22080,0.2236,Low,No,API usage fell -13% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0633,BizCorp_0633,AMER,Technology,Premium,43920,0.2221,Low,No,Active seats fell -6% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0861,BizCorp_0861,APAC,Retail,Standard,5760,0.2219,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0824,BizCorp_0824,APAC,Technology,Enterprise,115560,0.2215,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0210,BizCorp_0210,AMER,Logistics,Enterprise,264060,0.2192,Low,No,Active seats fell -11% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0911,BizCorp_0911,APAC,Retail,Standard,13440,0.2191,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0641,BizCorp_0641,APAC,Retail,Standard,7680,0.2189,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0260,BizCorp_0260,AMER,Manufacturing,Premium,39600,0.2188,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0112,BizCorp_0112,EMEA,Technology,Premium,33840,0.2179,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0664,BizCorp_0664,APAC,Retail,Enterprise,221400,0.2168,Low,No,Active seats fell -7% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0885,BizCorp_0885,APAC,Technology,Premium,34560,0.2139,Low,No,API usage fell -10% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0032,BizCorp_0032,AMER,Logistics,Premium,29520,0.2136,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0655,BizCorp_0655,EMEA,Technology,Premium,46080,0.2136,Low,No,Active seats fell -2% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0942,BizCorp_0942,APAC,Retail,Premium,92880,0.2124,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0646,BizCorp_0646,AMER,Logistics,Premium,28080,0.2121,Low,No,API usage fell -12% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0810,BizCorp_0810,AMER,Healthcare,Enterprise,136620,0.2112,Low,No,Active seats fell -6% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0072,BizCorp_0072,AMER,Financial Services,Standard,18240,0.2112,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0643,BizCorp_0643,APAC,Financial Services,Premium,66960,0.2105,Low,No,Active seats fell -4% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0648,BizCorp_0648,AMER,Manufacturing,Premium,25920,0.2104,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0565,BizCorp_0565,EMEA,Healthcare,Premium,43200,0.2097,Low,No,API usage fell -5% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0090,BizCorp_0090,AMER,Technology,Enterprise,261360,0.2094,Low,No,API usage fell -17% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0741,BizCorp_0741,AMER,Healthcare,Premium,21600,0.2092,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0951,BizCorp_0951,APAC,Logistics,Premium,59040,0.2091,Low,No,API usage fell -7% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0003,BizCorp_0003,AMER,Retail,Enterprise,259200,0.2086,Low,No,API usage fell -10% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0486,BizCorp_0486,APAC,Logistics,Enterprise,99360,0.2085,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0330,BizCorp_0330,APAC,Logistics,Enterprise,93420,0.2084,Low,No,Active seats fell -6% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0289,BizCorp_0289,APAC,Technology,Enterprise,130140,0.207,Low,No,Active seats fell -5% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0205,BizCorp_0205,APAC,Financial Services,Premium,66960,0.2057,Low,No,Active seats fell -2% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0993,BizCorp_0993,AMER,Logistics,Enterprise,270000,0.2056,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0647,BizCorp_0647,AMER,Technology,Standard,22080,0.2052,Low,No,API usage fell -12% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0919,BizCorp_0919,AMER,Financial Services,Premium,95760,0.2046,Low,No,Active seats fell -5% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0429,BizCorp_0429,APAC,Financial Services,Enterprise,93420,0.2038,Low,No,Active seats fell -1% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0097,BizCorp_0097,APAC,Retail,Standard,12480,0.2018,Low,No,Active seats fell -12% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0688,BizCorp_0688,AMER,Manufacturing,Enterprise,209520,0.2018,Low,No,Active seats fell -5% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0809,BizCorp_0809,EMEA,Healthcare,Standard,3840,0.2015,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0402,BizCorp_0402,APAC,Healthcare,Premium,56880,0.2006,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0497,BizCorp_0497,APAC,Logistics,Enterprise,351000,0.2004,Low,No,Active seats fell -4% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0084,BizCorp_0084,APAC,Healthcare,Enterprise,176580,0.2,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0291,BizCorp_0291,AMER,Healthcare,Enterprise,58320,0.1993,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0924,BizCorp_0924,APAC,Technology,Enterprise,182520,0.1988,Low,No,API usage fell -6% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0843,BizCorp_0843,AMER,Technology,Premium,51120,0.1987,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0315,BizCorp_0315,APAC,Healthcare,Enterprise,183060,0.1981,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0067,BizCorp_0067,AMER,Retail,Enterprise,119340,0.1973,Low,No,API usage fell -8% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0991,BizCorp_0991,APAC,Healthcare,Standard,17280,0.1973,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0388,BizCorp_0388,AMER,Logistics,Premium,34560,0.1957,Low,No,Active seats fell -12% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0364,BizCorp_0364,APAC,Healthcare,Premium,33840,0.1936,Low,No,API usage fell -9% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0659,BizCorp_0659,APAC,Technology,Enterprise,234900,0.1934,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0656,BizCorp_0656,AMER,Retail,Enterprise,289440,0.192,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0940,BizCorp_0940,AMER,Retail,Premium,77760,0.1904,Low,No,API usage fell -3% and active seats fell +5% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Lower priority within the at-risk pool
ACC_0976,BizCorp_0976,APAC,Financial Services,Standard,3840,0.1903,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0687,BizCorp_0687,APAC,Retail,Standard,10560,0.1902,Low,No,API usage fell -6% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0162,BizCorp_0162,APAC,Technology,Premium,77760,0.1885,Low,No,Active seats fell -16% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0552,BizCorp_0552,APAC,Logistics,Premium,63360,0.1877,Low,No,API usage fell -15% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0936,BizCorp_0936,APAC,Logistics,Premium,27360,0.1871,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0615,BizCorp_0615,APAC,Healthcare,Standard,10560,0.1866,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0088,BizCorp_0088,AMER,Logistics,Premium,18720,0.184,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0439,BizCorp_0439,APAC,Financial Services,Standard,13440,0.1828,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0969,BizCorp_0969,AMER,Technology,Premium,31680,0.1823,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0239,BizCorp_0239,APAC,Financial Services,Premium,38880,0.1822,Low,No,API usage fell -4% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0223,BizCorp_0223,APAC,Healthcare,Standard,7680,0.1819,Low,No,API usage fell -14% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0233,BizCorp_0233,AMER,Retail,Enterprise,144180,0.1806,Low,No,API usage fell -11% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0626,BizCorp_0626,EMEA,Logistics,Enterprise,105300,0.1805,Low,No,Active seats fell +3% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0136,BizCorp_0136,APAC,Logistics,Premium,46800,0.1804,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0878,BizCorp_0878,AMER,Technology,Enterprise,110160,0.1789,Low,No,API usage fell -10% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0634,BizCorp_0634,EMEA,Healthcare,Enterprise,98820,0.1788,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0061,BizCorp_0061,APAC,Healthcare,Premium,66240,0.1777,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0733,BizCorp_0733,APAC,Logistics,Premium,22320,0.1776,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0209,BizCorp_0209,APAC,Technology,Enterprise,173340,0.1774,Low,No,Active seats fell -6% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0317,BizCorp_0317,AMER,Technology,Premium,26640,0.1772,Low,No,Active seats fell -8% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0049,BizCorp_0049,EMEA,Technology,Enterprise,212220,0.1766,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
